mode,k,purity_threshold,min_labeled_per_cluster,pseudo_weight,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_cancer_mean,recall_cancer_mean,precision_cancer_mean,n_pseudo_mean,pseudo_cancer_mean,pseudo_normal_mean,mapped_clusters_mean,folds
both,20,0.95,5,0.2,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,287.6,117.2,170.4,3.4,5
both,20,1.0,2,0.01,0.9400000000000001,0.02236067977499787,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,613.0,425.6,187.4,8.6,5
both,20,1.0,2,0.02,0.9400000000000001,0.02236067977499787,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,613.0,425.6,187.4,8.6,5
both,20,1.0,2,0.05,0.9400000000000001,0.02236067977499787,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,613.0,425.6,187.4,8.6,5
both,20,1.0,2,0.1,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,613.0,425.6,187.4,8.6,5
both,20,1.0,2,0.2,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,613.0,425.6,187.4,8.6,5
both,20,1.0,3,0.01,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,486.4,303.4,183.0,6.2,5
both,20,1.0,3,0.02,0.9400000000000001,0.02236067977499787,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,486.4,303.4,183.0,6.2,5
both,20,1.0,3,0.05,0.9400000000000001,0.02236067977499787,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,486.4,303.4,183.0,6.2,5
both,20,1.0,3,0.1,0.9400000000000001,0.02236067977499787,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,486.4,303.4,183.0,6.2,5
both,20,1.0,3,0.2,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,486.4,303.4,183.0,6.2,5
both,20,1.0,5,0.01,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,287.6,117.2,170.4,3.4,5
both,20,1.0,5,0.02,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,287.6,117.2,170.4,3.4,5
both,20,1.0,5,0.05,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,287.6,117.2,170.4,3.4,5
both,20,1.0,5,0.1,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,287.6,117.2,170.4,3.4,5
both,20,1.0,5,0.2,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,287.6,117.2,170.4,3.4,5
both,25,0.9,2,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,680.6,432.4,248.2,11.2,5
both,25,0.9,2,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,680.6,432.4,248.2,11.2,5
both,25,0.9,2,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,680.6,432.4,248.2,11.2,5
both,25,0.9,2,0.1,0.9099999999999999,0.04183300132670376,0.9096726665147719,0.041969995182421393,0.9091866028708134,0.9,0.9244444444444444,680.6,432.4,248.2,11.2,5
both,25,0.9,2,0.2,0.9,0.061237243569579415,0.8993438140806562,0.06201201047919265,0.89632110579479,0.8800000000000001,0.9216666666666666,680.6,432.4,248.2,11.2,5
both,25,0.9,3,0.01,0.9400000000000001,0.022360679774997876,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,533.6,308.0,225.6,8.2,5
both,25,0.9,3,0.02,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,533.6,308.0,225.6,8.2,5
both,25,0.9,3,0.05,0.9199999999999999,0.04472135954999577,0.9198496240601504,0.0448055536858459,0.9178446115288221,0.9,0.9395959595959595,533.6,308.0,225.6,8.2,5
both,25,0.9,3,0.1,0.9099999999999999,0.05477225575051659,0.9097744360902256,0.05490952957445274,0.906265664160401,0.8800000000000001,0.9373737373737374,533.6,308.0,225.6,8.2,5
both,25,0.9,3,0.2,0.9099999999999999,0.05477225575051659,0.9097744360902256,0.05490952957445274,0.906265664160401,0.8800000000000001,0.9373737373737374,533.6,308.0,225.6,8.2,5
both,25,0.9,5,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,316.6,128.2,188.4,4.8,5
both,25,0.9,5,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,316.6,128.2,188.4,4.8,5
both,25,0.9,5,0.05,0.9199999999999999,0.027386127875258286,0.9197478544846966,0.027505000774873396,0.9177276524644945,0.9,0.9418181818181818,316.6,128.2,188.4,4.8,5
both,25,0.9,5,0.1,0.9099999999999999,0.041833001326703784,0.9096726665147719,0.041969995182421414,0.9091562238930659,0.9,0.9254545454545454,316.6,128.2,188.4,4.8,5
both,25,0.9,5,0.2,0.9099999999999999,0.041833001326703784,0.9096726665147719,0.041969995182421414,0.9091562238930659,0.9,0.9254545454545454,316.6,128.2,188.4,4.8,5
both,25,0.95,2,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,638.4,406.8,231.6,10.8,5
both,25,0.95,2,0.02,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,638.4,406.8,231.6,10.8,5
both,25,0.95,2,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,638.4,406.8,231.6,10.8,5
both,25,0.95,2,0.1,0.9099999999999999,0.04183300132670376,0.9096726665147719,0.041969995182421393,0.9091866028708134,0.9,0.9244444444444444,638.4,406.8,231.6,10.8,5
both,25,0.95,2,0.2,0.9,0.061237243569579415,0.8993438140806562,0.06201201047919265,0.89632110579479,0.8800000000000001,0.9216666666666666,638.4,406.8,231.6,10.8,5
both,25,0.95,3,0.01,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,491.4,282.4,209.0,7.8,5
both,25,0.95,3,0.02,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,491.4,282.4,209.0,7.8,5
both,25,0.95,3,0.05,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,491.4,282.4,209.0,7.8,5
both,25,0.95,3,0.1,0.9199999999999999,0.044721359549995794,0.9198496240601504,0.04480555368584591,0.9178446115288221,0.9,0.9395959595959595,491.4,282.4,209.0,7.8,5
both,25,0.95,3,0.2,0.9199999999999999,0.044721359549995794,0.9198496240601504,0.04480555368584591,0.9178446115288221,0.9,0.9395959595959595,491.4,282.4,209.0,7.8,5
both,25,0.95,5,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,274.4,102.6,171.8,4.4,5
both,25,0.95,5,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,274.4,102.6,171.8,4.4,5
both,25,0.95,5,0.05,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,274.4,102.6,171.8,4.4,5
both,25,0.95,5,0.1,0.9199999999999999,0.044721359549995794,0.9196476038581303,0.04491955881976117,0.9196324143692565,0.9199999999999999,0.9272727272727274,274.4,102.6,171.8,4.4,5
both,25,0.95,5,0.2,0.9199999999999999,0.044721359549995794,0.9196476038581303,0.04491955881976117,0.9196324143692565,0.9199999999999999,0.9272727272727274,274.4,102.6,171.8,4.4,5
both,25,1.0,2,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,638.4,406.8,231.6,10.8,5
both,25,1.0,2,0.02,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,638.4,406.8,231.6,10.8,5
both,25,1.0,2,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,638.4,406.8,231.6,10.8,5
both,25,1.0,2,0.1,0.9099999999999999,0.04183300132670376,0.9096726665147719,0.041969995182421393,0.9091866028708134,0.9,0.9244444444444444,638.4,406.8,231.6,10.8,5
both,25,1.0,2,0.2,0.9,0.061237243569579415,0.8993438140806562,0.06201201047919265,0.89632110579479,0.8800000000000001,0.9216666666666666,638.4,406.8,231.6,10.8,5
both,25,1.0,3,0.01,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,491.4,282.4,209.0,7.8,5
both,25,1.0,3,0.02,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,491.4,282.4,209.0,7.8,5
both,25,1.0,3,0.05,0.93,0.027386127875258275,0.9299248120300753,0.027317490963290236,0.929423558897243,0.9199999999999999,0.9418181818181818,491.4,282.4,209.0,7.8,5
both,25,1.0,3,0.1,0.9199999999999999,0.044721359549995794,0.9198496240601504,0.04480555368584591,0.9178446115288221,0.9,0.9395959595959595,491.4,282.4,209.0,7.8,5
both,25,1.0,3,0.2,0.9199999999999999,0.044721359549995794,0.9198496240601504,0.04480555368584591,0.9178446115288221,0.9,0.9395959595959595,491.4,282.4,209.0,7.8,5
both,25,1.0,5,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,274.4,102.6,171.8,4.4,5
both,25,1.0,5,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,274.4,102.6,171.8,4.4,5
both,25,1.0,5,0.05,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,274.4,102.6,171.8,4.4,5
both,25,1.0,5,0.1,0.9199999999999999,0.044721359549995794,0.9196476038581303,0.04491955881976117,0.9196324143692565,0.9199999999999999,0.9272727272727274,274.4,102.6,171.8,4.4,5
both,25,1.0,5,0.2,0.9199999999999999,0.044721359549995794,0.9196476038581303,0.04491955881976117,0.9196324143692565,0.9199999999999999,0.9272727272727274,274.4,102.6,171.8,4.4,5
both,30,0.9,2,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,636.4,385.0,251.4,13.0,5
both,30,0.9,2,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,636.4,385.0,251.4,13.0,5
both,30,0.9,2,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,636.4,385.0,251.4,13.0,5
both,30,0.9,2,0.1,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,636.4,385.0,251.4,13.0,5
both,30,0.9,2,0.2,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,636.4,385.0,251.4,13.0,5
both,30,0.9,3,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,464.4,233.6,230.8,9.4,5
both,30,0.9,3,0.02,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,464.4,233.6,230.8,9.4,5
both,30,0.9,3,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,464.4,233.6,230.8,9.4,5
both,30,0.9,3,0.1,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,464.4,233.6,230.8,9.4,5
both,30,0.9,3,0.2,0.9099999999999999,0.04183300132670374,0.9096726665147719,0.04196999518242139,0.9091866028708134,0.9,0.9244444444444444,464.4,233.6,230.8,9.4,5
both,30,0.9,5,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,226.6,71.0,155.6,4.6,5
both,30,0.9,5,0.02,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,226.6,71.0,155.6,4.6,5
both,30,0.9,5,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,226.6,71.0,155.6,4.6,5
both,30,0.9,5,0.1,0.9099999999999999,0.022360679774997862,0.9095708969393179,0.02253616339399923,0.9090696438064858,0.9,0.9266666666666665,226.6,71.0,155.6,4.6,5
both,30,0.9,5,0.2,0.9099999999999999,0.022360679774997862,0.9095708969393179,0.02253616339399923,0.9090696438064858,0.9,0.9266666666666665,226.6,71.0,155.6,4.6,5
both,30,0.95,2,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,624.0,385.0,239.0,12.8,5
both,30,0.95,2,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,624.0,385.0,239.0,12.8,5
both,30,0.95,2,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,624.0,385.0,239.0,12.8,5
both,30,0.95,2,0.1,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,624.0,385.0,239.0,12.8,5
both,30,0.95,2,0.2,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,624.0,385.0,239.0,12.8,5
both,30,0.95,3,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,452.0,233.6,218.4,9.2,5
both,30,0.95,3,0.02,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,452.0,233.6,218.4,9.2,5
both,30,0.95,3,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,452.0,233.6,218.4,9.2,5
both,30,0.95,3,0.1,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,452.0,233.6,218.4,9.2,5
both,30,0.95,3,0.2,0.9099999999999999,0.04183300132670374,0.9096726665147719,0.04196999518242139,0.9091866028708134,0.9,0.9244444444444444,452.0,233.6,218.4,9.2,5
both,30,0.95,5,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,214.2,71.0,143.2,4.4,5
both,30,0.95,5,0.02,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,0.95,5,0.05,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,0.95,5,0.1,0.9199999999999999,0.02738612787525829,0.9195458342826764,0.027689398554628538,0.9195458342826763,0.9199999999999999,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,0.95,5,0.2,0.9199999999999999,0.02738612787525829,0.9195458342826764,0.027689398554628538,0.9195458342826763,0.9199999999999999,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,1.0,2,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,624.0,385.0,239.0,12.8,5
both,30,1.0,2,0.02,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,624.0,385.0,239.0,12.8,5
both,30,1.0,2,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,624.0,385.0,239.0,12.8,5
both,30,1.0,2,0.1,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,624.0,385.0,239.0,12.8,5
both,30,1.0,2,0.2,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,624.0,385.0,239.0,12.8,5
both,30,1.0,3,0.01,0.93,0.02738612787525825,0.929722791828055,0.027596429384413042,0.931241740715425,0.9400000000000001,0.9284848484848485,452.0,233.6,218.4,9.2,5
both,30,1.0,3,0.02,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,452.0,233.6,218.4,9.2,5
both,30,1.0,3,0.05,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,452.0,233.6,218.4,9.2,5
both,30,1.0,3,0.1,0.9199999999999999,0.02738612787525829,0.9197478544846966,0.027505000774873358,0.9207655502392343,0.9199999999999999,0.9266666666666665,452.0,233.6,218.4,9.2,5
both,30,1.0,3,0.2,0.9099999999999999,0.04183300132670374,0.9096726665147719,0.04196999518242139,0.9091866028708134,0.9,0.9244444444444444,452.0,233.6,218.4,9.2,5
both,30,1.0,5,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,214.2,71.0,143.2,4.4,5
both,30,1.0,5,0.02,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,1.0,5,0.05,0.93,0.0273861278752583,0.929722791828055,0.02759642938441301,0.931241740715425,0.9400000000000001,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,1.0,5,0.1,0.9199999999999999,0.02738612787525829,0.9195458342826764,0.027689398554628538,0.9195458342826763,0.9199999999999999,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,30,1.0,5,0.2,0.9199999999999999,0.02738612787525829,0.9195458342826764,0.027689398554628538,0.9195458342826763,0.9199999999999999,0.9284848484848485,214.2,71.0,143.2,4.4,5
both,40,0.9,2,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,552.6,322.6,230.0,13.4,5
both,40,0.9,2,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,552.6,322.6,230.0,13.4,5
both,40,0.9,2,0.05,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,552.6,322.6,230.0,13.4,5
both,40,0.9,2,0.1,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,552.6,322.6,230.0,13.4,5
both,40,0.9,2,0.2,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,552.6,322.6,230.0,13.4,5
both,40,0.9,3,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,411.8,200.0,211.8,9.4,5
both,40,0.9,3,0.02,0.9400000000000001,0.022360679774997876,0.9398997493734337,0.022304637971050534,0.9398997493734335,0.9400000000000001,0.9436363636363636,411.8,200.0,211.8,9.4,5
both,40,0.9,3,0.05,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,411.8,200.0,211.8,9.4,5
both,40,0.9,3,0.1,0.93,0.02738612787525828,0.929722791828055,0.027596429384413052,0.9282038429406849,0.9199999999999999,0.9436363636363636,411.8,200.0,211.8,9.4,5
both,40,0.9,3,0.2,0.9199999999999999,0.027386127875258286,0.9197478544846966,0.027505000774873396,0.9177276524644945,0.9,0.9418181818181818,411.8,200.0,211.8,9.4,5
both,40,0.9,5,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,186.6,54.0,132.6,4.2,5
both,40,0.9,5,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,186.6,54.0,132.6,4.2,5
