mode,k,purity_threshold,min_labeled_per_cluster,pseudo_weight,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,f1_cancer_mean,recall_cancer_mean,precision_cancer_mean,n_pseudo_mean,pseudo_cancer_mean,pseudo_normal_mean,mapped_clusters_mean,folds
cancer_only,20,0.9,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,0.9,3,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,303.4,303.4,0.0,3.8,5
cancer_only,20,0.9,3,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,303.4,303.4,0.0,3.8,5
cancer_only,20,0.9,3,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,0.95,2,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,425.6,425.6,0.0,6.0,5
cancer_only,20,0.95,2,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,425.6,425.6,0.0,6.0,5
cancer_only,20,0.95,2,0.05,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,425.6,425.6,0.0,6.0,5
cancer_only,20,0.95,2,0.1,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,425.6,425.6,0.0,6.0,5
cancer_only,20,0.95,2,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,425.6,425.6,0.0,6.0,5
cancer_only,20,0.95,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,0.95,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,0.95,3,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,303.4,303.4,0.0,3.8,5
cancer_only,20,0.95,3,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,303.4,303.4,0.0,3.8,5
cancer_only,20,0.95,3,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,1.0,2,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,425.6,425.6,0.0,6.0,5
cancer_only,20,1.0,2,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,425.6,425.6,0.0,6.0,5
cancer_only,20,1.0,2,0.05,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,425.6,425.6,0.0,6.0,5
cancer_only,20,1.0,2,0.1,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,425.6,425.6,0.0,6.0,5
cancer_only,20,1.0,2,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,425.6,425.6,0.0,6.0,5
cancer_only,20,1.0,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,1.0,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,20,1.0,3,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,303.4,303.4,0.0,3.8,5
cancer_only,20,1.0,3,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,303.4,303.4,0.0,3.8,5
cancer_only,20,1.0,3,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,303.4,303.4,0.0,3.8,5
cancer_only,25,0.9,2,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,432.4,432.4,0.0,6.8,5
cancer_only,25,0.9,2,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,432.4,432.4,0.0,6.8,5
cancer_only,25,0.9,2,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,432.4,432.4,0.0,6.8,5
cancer_only,25,0.9,2,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,432.4,432.4,0.0,6.8,5
cancer_only,25,0.9,2,0.2,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,432.4,432.4,0.0,6.8,5
cancer_only,25,0.9,3,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,308.0,308.0,0.0,4.4,5
cancer_only,25,0.9,3,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,308.0,308.0,0.0,4.4,5
cancer_only,25,0.9,3,0.05,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,308.0,308.0,0.0,4.4,5
cancer_only,25,0.9,3,0.1,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,308.0,308.0,0.0,4.4,5
cancer_only,25,0.9,3,0.2,0.9299999999999999,0.04472135954999578,0.9298245614035088,0.04483344315789052,0.9313283208020049,0.9400000000000001,0.9272727272727274,308.0,308.0,0.0,4.4,5
cancer_only,25,0.9,5,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,128.2,128.2,0.0,1.6,5
cancer_only,25,0.9,5,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,128.2,128.2,0.0,1.6,5
cancer_only,25,0.9,5,0.05,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,128.2,128.2,0.0,1.6,5
cancer_only,25,0.9,5,0.1,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,128.2,128.2,0.0,1.6,5
cancer_only,25,0.9,5,0.2,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,128.2,128.2,0.0,1.6,5
cancer_only,25,0.95,2,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,406.8,406.8,0.0,6.6,5
cancer_only,25,0.95,2,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,406.8,406.8,0.0,6.6,5
cancer_only,25,0.95,2,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,406.8,406.8,0.0,6.6,5
cancer_only,25,0.95,2,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,406.8,406.8,0.0,6.6,5
cancer_only,25,0.95,2,0.2,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,406.8,406.8,0.0,6.6,5
cancer_only,25,0.95,3,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,0.95,3,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,0.95,3,0.05,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,0.95,3,0.1,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,0.95,3,0.2,0.9299999999999999,0.04472135954999578,0.9298245614035088,0.04483344315789052,0.9313283208020049,0.9400000000000001,0.9272727272727274,282.4,282.4,0.0,4.2,5
cancer_only,25,0.95,5,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,0.95,5,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,0.95,5,0.05,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,0.95,5,0.1,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,0.95,5,0.2,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,1.0,2,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,406.8,406.8,0.0,6.6,5
cancer_only,25,1.0,2,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,406.8,406.8,0.0,6.6,5
cancer_only,25,1.0,2,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,406.8,406.8,0.0,6.6,5
cancer_only,25,1.0,2,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,406.8,406.8,0.0,6.6,5
cancer_only,25,1.0,2,0.2,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,406.8,406.8,0.0,6.6,5
cancer_only,25,1.0,3,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,1.0,3,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,1.0,3,0.05,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,1.0,3,0.1,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,282.4,282.4,0.0,4.2,5
cancer_only,25,1.0,3,0.2,0.9299999999999999,0.04472135954999578,0.9298245614035088,0.04483344315789052,0.9313283208020049,0.9400000000000001,0.9272727272727274,282.4,282.4,0.0,4.2,5
cancer_only,25,1.0,5,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,1.0,5,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,1.0,5,0.05,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,1.0,5,0.1,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,25,1.0,5,0.2,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,102.6,102.6,0.0,1.4,5
cancer_only,30,0.9,2,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,385.0,385.0,0.0,7.2,5
cancer_only,30,0.9,2,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,385.0,385.0,0.0,7.2,5
cancer_only,30,0.9,2,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,0.9,2,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,0.9,2,0.2,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,0.9,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.9,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.9,3,0.05,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.9,3,0.1,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.9,3,0.2,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.95,2,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,385.0,385.0,0.0,7.2,5
cancer_only,30,0.95,2,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,385.0,385.0,0.0,7.2,5
cancer_only,30,0.95,2,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,0.95,2,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,0.95,2,0.2,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,0.95,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.95,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.95,3,0.05,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.95,3,0.1,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,0.95,3,0.2,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,1.0,2,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,385.0,385.0,0.0,7.2,5
cancer_only,30,1.0,2,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,385.0,385.0,0.0,7.2,5
cancer_only,30,1.0,2,0.05,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,1.0,2,0.1,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,1.0,2,0.2,0.93,0.0273861278752583,0.9295207716260349,0.027870746071881326,0.9330599225336067,0.96,0.9151515151515153,385.0,385.0,0.0,7.2,5
cancer_only,30,1.0,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,1.0,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,1.0,3,0.05,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,1.0,3,0.1,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,30,1.0,3,0.2,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,233.6,233.6,0.0,4.2,5
cancer_only,40,0.9,2,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,322.6,322.6,0.0,7.6,5
cancer_only,40,0.9,2,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,322.6,322.6,0.0,7.6,5
cancer_only,40,0.9,2,0.05,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,0.9,2,0.1,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,0.9,2,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,0.9,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.9,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.9,3,0.05,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.9,3,0.1,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.9,3,0.2,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,200.0,200.0,0.0,4.4,5
cancer_only,40,0.95,2,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,322.6,322.6,0.0,7.6,5
cancer_only,40,0.95,2,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,322.6,322.6,0.0,7.6,5
cancer_only,40,0.95,2,0.05,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,0.95,2,0.1,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,0.95,2,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,0.95,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.95,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.95,3,0.05,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.95,3,0.1,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,0.95,3,0.2,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,200.0,200.0,0.0,4.4,5
cancer_only,40,1.0,2,0.01,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,322.6,322.6,0.0,7.6,5
cancer_only,40,1.0,2,0.02,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,322.6,322.6,0.0,7.6,5
cancer_only,40,1.0,2,0.05,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,1.0,2,0.1,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,1.0,2,0.2,0.9400000000000001,0.02236067977499787,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,322.6,322.6,0.0,7.6,5
cancer_only,40,1.0,3,0.01,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,1.0,3,0.02,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,1.0,3,0.05,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,1.0,3,0.1,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,200.0,200.0,0.0,4.4,5
cancer_only,40,1.0,3,0.2,0.95,0.0,0.949874686716792,0.0,0.9503759398496239,0.96,0.9454545454545453,200.0,200.0,0.0,4.4,5
supervised,0,0.0,0,0.0,0.9400000000000001,0.022360679774997838,0.9396977291714134,0.022756368875595935,0.9417179311916154,0.96,0.9303030303030303,0.0,0.0,0.0,0.0,5
